"sub","defaced","rater","ratings"
263,"defaced","rater10","good"
264,"original","rater10","excluded"
264,"defaced","rater10","poor"
265,"original","rater10","good"
265,"defaced","rater10","excellent"
266,"original","rater10","poor"
266,"defaced","rater10","poor"
267,"original","rater10","excellent"
267,"defaced","rater10","excellent"
268,"original","rater10","excluded"
268,"defaced","rater10","poor"
269,"original","rater10","excellent"
269,"defaced","rater10","excellent"
270,"original","rater10","good"
270,"defaced","rater10","excellent"
271,"original","rater10","good"
271,"defaced","rater10","excellent"
272,"original","rater10","good"
272,"defaced","rater10","excellent"
273,"original","rater10","excluded"
273,"defaced","rater10","poor"
274,"original","rater10","excellent"
274,"defaced","rater10","excellent"
275,"original","rater10","excluded"
275,"defaced","rater10","poor"
276,"original","rater10","good"
276,"defaced","rater10","excellent"
277,"original","rater10","excellent"
277,"defaced","rater10","excellent"
278,"original","rater10","excluded"
278,"defaced","rater10","poor"
279,"original","rater10","excluded"
279,"defaced","rater10","poor"
280,"original","rater10","poor"
280,"defaced","rater10","poor"
281,"original","rater10","excellent"
281,"defaced","rater10","excellent"
282,"original","rater10","excellent"
282,"defaced","rater10","excellent"
283,"original","rater10","excluded"
283,"defaced","rater10","poor"
284,"original","rater10","excluded"
284,"defaced","rater10","poor"
285,"original","rater10","excluded"
285,"defaced","rater10","poor"
286,"original","rater10","excellent"
286,"defaced","rater10","excellent"
287,"original","rater10","excluded"
287,"defaced","rater10","poor"
288,"original","rater10","excluded"
288,"defaced","rater10","poor"
289,"original","rater10","poor"
289,"defaced","rater10","good"
290,"original","rater10","good"
290,"defaced","rater10","excellent"
291,"original","rater10","excellent"
291,"defaced","rater10","excellent"
292,"original","rater10","excluded"
292,"defaced","rater10","excluded"
293,"original","rater10","excluded"
293,"defaced","rater10","poor"
294,"original","rater10","poor"
294,"defaced","rater10","good"
295,"original","rater10","good"
295,"defaced","rater10","excellent"
296,"original","rater10","good"
296,"defaced","rater10","good"
297,"original","rater10","excellent"
297,"defaced","rater10","excellent"
298,"original","rater10","poor"
298,"defaced","rater10","poor"
299,"original","rater10","excellent"
299,"defaced","rater10","excellent"
300,"original","rater10","excluded"
300,"defaced","rater10","poor"
301,"original","rater10","excluded"
301,"defaced","rater10","excluded"
302,"original","rater10","excellent"
302,"defaced","rater10","excellent"
303,"original","rater10","good"
303,"defaced","rater10","excellent"
304,"original","rater10","poor"
304,"defaced","rater10","good"
305,"original","rater10","excellent"
305,"defaced","rater10","excellent"
306,"original","rater10","excellent"
306,"defaced","rater10","excellent"
307,"original","rater10","poor"
307,"defaced","rater10","good"
308,"original","rater10","excluded"
308,"defaced","rater10","poor"
309,"original","rater10","poor"
309,"defaced","rater10","poor"
310,"original","rater10","excluded"
310,"defaced","rater10","poor"
311,"original","rater10","good"
311,"defaced","rater10","good"
312,"original","rater10","good"
312,"defaced","rater10","excellent"
313,"original","rater10","good"
313,"defaced","rater10","excellent"
314,"original","rater10","excellent"
314,"defaced","rater10","excellent"
315,"original","rater10","good"
315,"defaced","rater10","excellent"
316,"original","rater10","excluded"
316,"defaced","rater10","poor"
317,"original","rater10","good"
317,"defaced","rater10","excellent"
318,"original","rater10","poor"
318,"defaced","rater10","good"
319,"original","rater10","excellent"
319,"defaced","rater10","excellent"
320,"original","rater10","poor"
320,"defaced","rater10","good"
321,"original","rater10","excellent"
321,"defaced","rater10","excellent"
322,"original","rater10","good"
322,"defaced","rater10","excellent"
323,"original","rater10","excluded"
323,"defaced","rater10","excluded"
324,"original","rater10","good"
324,"defaced","rater10","excellent"
325,"original","rater10","poor"
325,"defaced","rater10","poor"
326,"original","rater10","poor"
326,"defaced","rater10","good"
327,"original","rater10","poor"
327,"defaced","rater10","good"
328,"original","rater10","excellent"
328,"defaced","rater10","excellent"
329,"original","rater10","good"
329,"defaced","rater10","excellent"
330,"original","rater10","good"
330,"defaced","rater10","excellent"
331,"original","rater10","excellent"
331,"defaced","rater10","excellent"
332,"original","rater10","excluded"
332,"defaced","rater10","poor"
333,"original","rater10","excluded"
333,"defaced","rater10","excluded"
334,"original","rater10","good"
334,"defaced","rater10","good"
335,"original","rater10","excluded"
335,"defaced","rater10","excluded"
336,"original","rater10","poor"
336,"defaced","rater10","good"
337,"original","rater10","excellent"
337,"defaced","rater10","excellent"
338,"original","rater10","excluded"
338,"defaced","rater10","excluded"
339,"original","rater10","excellent"
339,"defaced","rater10","excellent"
340,"original","rater10","good"
340,"defaced","rater10","excellent"
341,"original","rater10","excellent"
341,"defaced","rater10","excellent"
342,"original","rater10","poor"
342,"defaced","rater10","poor"
343,"original","rater10","good"
343,"defaced","rater10","good"
344,"original","rater10","excellent"
344,"defaced","rater10","excellent"
345,"original","rater10","excluded"
345,"defaced","rater10","excluded"
346,"original","rater10","poor"
346,"defaced","rater10","good"
347,"original","rater10","poor"
347,"defaced","rater10","good"
348,"original","rater10","excellent"
348,"defaced","rater10","excellent"
349,"original","rater10","excellent"
349,"defaced","rater10","excellent"
350,"original","rater10","good"
350,"defaced","rater10","excellent"
351,"original","rater10","poor"
351,"defaced","rater10","poor"
352,"original","rater10","poor"
352,"defaced","rater10","good"
353,"original","rater10","excluded"
353,"defaced","rater10","excluded"
354,"original","rater10","excellent"
354,"defaced","rater10","excellent"
355,"original","rater10","excellent"
355,"defaced","rater10","excellent"
356,"original","rater10","excluded"
356,"defaced","rater10","poor"
357,"original","rater10","poor"
357,"defaced","rater10","good"
358,"original","rater10","poor"
358,"defaced","rater10","good"
359,"original","rater10","excluded"
359,"defaced","rater10","poor"
360,"original","rater10","poor"
360,"defaced","rater10","good"
361,"original","rater10","excellent"
361,"defaced","rater10","excellent"
362,"original","rater10","good"
362,"defaced","rater10","excellent"
363,"original","rater10","excellent"
363,"defaced","rater10","excellent"
364,"original","rater10","excluded"
364,"defaced","rater10","poor"
365,"original","rater10","poor"
365,"defaced","rater10","good"
366,"original","rater10","excellent"
366,"defaced","rater10","excellent"
367,"original","rater10","excluded"
367,"defaced","rater10","poor"
368,"original","rater10","excellent"
368,"defaced","rater10","excellent"
369,"original","rater10","poor"
369,"defaced","rater10","good"
370,"original","rater10","good"
370,"defaced","rater10","excellent"
371,"original","rater10","excellent"
371,"defaced","rater10","excellent"
372,"original","rater10","poor"
372,"defaced","rater10","good"
373,"original","rater10","poor"
373,"defaced","rater10","good"
374,"original","rater10","excellent"
374,"defaced","rater10","excellent"
375,"original","rater10","excluded"
375,"defaced","rater10","poor"
376,"original","rater10","poor"
376,"defaced","rater10","poor"
377,"original","rater10","poor"
377,"defaced","rater10","good"
378,"original","rater10","good"
378,"defaced","rater10","excellent"
379,"original","rater10","good"
379,"defaced","rater10","excellent"
380,"original","rater10","excellent"
380,"defaced","rater10","excellent"
381,"original","rater10","excellent"
381,"defaced","rater10","excellent"
382,"original","rater10","good"
382,"defaced","rater10","excellent"
383,"original","rater10","poor"
383,"defaced","rater10","good"
384,"original","rater10","poor"
384,"defaced","rater10","poor"
385,"original","rater10","excellent"
385,"defaced","rater10","excellent"
386,"original","rater10","excellent"
386,"defaced","rater10","excellent"
387,"original","rater10","poor"
387,"defaced","rater10","good"
388,"original","rater10","good"
388,"defaced","rater10","good"
389,"original","rater10","poor"
389,"defaced","rater10","poor"
390,"original","rater10","good"
390,"defaced","rater10","excellent"
391,"original","rater10","good"
391,"defaced","rater10","excellent"
392,"original","rater10","excluded"
392,"defaced","rater10","poor"
393,"original","rater10","excellent"
393,"defaced","rater10","excellent"
394,"original","rater10","poor"
394,"defaced","rater10","good"
395,"original","rater10","good"
395,"defaced","rater10","excellent"
396,"original","rater10","excellent"
396,"defaced","rater10","excellent"
397,"original","rater10","excluded"
397,"defaced","rater10","poor"
398,"original","rater10","excluded"
398,"defaced","rater10","excluded"
399,"original","rater10","excellent"
399,"defaced","rater10","excellent"
400,"original","rater10","excluded"
400,"defaced","rater10","poor"
401,"original","rater10","poor"
401,"defaced","rater10","poor"
402,"original","rater10","good"
402,"defaced","rater10","excellent"
403,"original","rater10","poor"
403,"defaced","rater10","poor"
404,"original","rater10","good"
404,"defaced","rater10","excellent"
405,"original","rater10","excellent"
405,"defaced","rater10","excellent"
406,"original","rater10","good"
406,"defaced","rater10","excellent"
407,"original","rater10","good"
407,"defaced","rater10","good"
408,"original","rater10","poor"
408,"defaced","rater10","good"
409,"original","rater10","excellent"
409,"defaced","rater10","excellent"
410,"original","rater10","excluded"
410,"defaced","rater10","excluded"
411,"original","rater10","good"
411,"defaced","rater10","good"
412,"original","rater10","good"
412,"defaced","rater10","excellent"
413,"original","rater10","poor"
413,"defaced","rater10","good"
414,"original","rater10","poor"
414,"defaced","rater10","good"
415,"original","rater10","excluded"
415,"defaced","rater10","poor"
416,"original","rater10","excluded"
416,"defaced","rater10","poor"
417,"original","rater10","excluded"
417,"defaced","rater10","poor"
418,"original","rater10","poor"
418,"defaced","rater10","poor"
419,"original","rater10","good"
419,"defaced","rater10","excellent"
420,"original","rater10","excluded"
420,"defaced","rater10","poor"
421,"original","rater10","excluded"
421,"defaced","rater10","poor"
422,"original","rater10","poor"
422,"defaced","rater10","good"
423,"original","rater10","poor"
423,"defaced","rater10","poor"
424,"original","rater10","poor"
424,"defaced","rater10","good"
425,"original","rater10","good"
425,"defaced","rater10","excellent"
426,"original","rater10","excellent"
426,"defaced","rater10","excellent"
427,"original","rater10","poor"
427,"defaced","rater10","good"
428,"original","rater10","good"
428,"defaced","rater10","excellent"
429,"original","rater10","poor"
429,"defaced","rater10","good"
430,"original","rater10","poor"
430,"defaced","rater10","good"
431,"original","rater10","good"
431,"defaced","rater10","excellent"
432,"original","rater10","good"
432,"defaced","rater10","excellent"
433,"original","rater10","poor"
433,"defaced","rater10","good"
434,"original","rater10","excluded"
434,"defaced","rater10","excluded"
435,"original","rater10","excellent"
435,"defaced","rater10","excellent"
436,"original","rater10","excluded"
436,"defaced","rater10","excluded"
437,"original","rater10","good"
437,"defaced","rater10","excellent"
438,"original","rater10","good"
438,"defaced","rater10","good"
439,"original","rater10","excellent"
439,"defaced","rater10","excellent"
440,"original","rater10","good"
440,"defaced","rater10","excellent"
441,"original","rater10","poor"
441,"defaced","rater10","good"
442,"original","rater10","good"
442,"defaced","rater10","excellent"
443,"original","rater10","poor"
443,"defaced","rater10","poor"
444,"original","rater10","good"
444,"defaced","rater10","good"
445,"original","rater10","poor"
445,"defaced","rater10","good"
446,"original","rater10","good"
446,"defaced","rater10","good"
447,"original","rater10","good"
447,"defaced","rater10","good"
448,"original","rater10","good"
448,"defaced","rater10","good"
449,"original","rater10","excellent"
449,"defaced","rater10","excellent"
450,"original","rater10","excellent"
450,"defaced","rater10","excellent"
451,"original","rater10","good"
451,"defaced","rater10","excellent"
452,"original","rater10","good"
452,"defaced","rater10","good"
453,"original","rater10","poor"
453,"defaced","rater10","good"
454,"original","rater10","excellent"
454,"defaced","rater10","excellent"
455,"original","rater10","poor"
455,"defaced","rater10","good"
456,"original","rater10","good"
456,"defaced","rater10","excellent"
457,"original","rater10","poor"
457,"defaced","rater10","good"
458,"original","rater10","excluded"
458,"defaced","rater10","poor"
459,"original","rater10","good"
459,"defaced","rater10","excellent"
460,"original","rater10","excellent"
460,"defaced","rater10","excellent"
461,"original","rater10","poor"
461,"defaced","rater10","good"
462,"original","rater10","excellent"
462,"defaced","rater10","excellent"
463,"original","rater10","excluded"
463,"defaced","rater10","poor"
464,"original","rater10","poor"
464,"defaced","rater10","good"
465,"original","rater10","excellent"
465,"defaced","rater10","excellent"
466,"original","rater10","excluded"
466,"defaced","rater10","poor"
467,"original","rater10","good"
467,"defaced","rater10","excellent"
468,"original","rater10","good"
468,"defaced","rater10","excellent"
469,"original","rater10","excellent"
469,"defaced","rater10","excellent"
470,"original","rater10","excellent"
470,"defaced","rater10","excellent"
471,"original","rater10","poor"
471,"defaced","rater10","poor"
472,"original","rater10","excluded"
472,"defaced","rater10","excluded"
473,"original","rater10","excluded"
473,"defaced","rater10","excluded"
474,"original","rater10","good"
474,"defaced","rater10","good"
475,"original","rater10","poor"
475,"defaced","rater10","poor"
476,"original","rater10","excellent"
476,"defaced","rater10","excellent"
477,"original","rater10","excluded"
477,"defaced","rater10","excluded"
478,"original","rater10","excluded"
478,"defaced","rater10","excluded"
479,"original","rater10","excluded"
479,"defaced","rater10","poor"
480,"original","rater10","good"
480,"defaced","rater10","excellent"
481,"original","rater10","excluded"
481,"defaced","rater10","poor"
482,"original","rater10","poor"
482,"defaced","rater10","good"
483,"original","rater10","good"
483,"defaced","rater10","excellent"
484,"original","rater10","excluded"
484,"defaced","rater10","excluded"
485,"original","rater10","good"
485,"defaced","rater10","good"
486,"original","rater10","excluded"
486,"defaced","rater10","poor"
487,"original","rater10","excluded"
487,"defaced","rater10","excluded"
488,"original","rater10","poor"
488,"defaced","rater10","poor"
489,"original","rater10","good"
489,"defaced","rater10","excellent"
490,"original","rater10","excellent"
490,"defaced","rater10","excellent"
491,"original","rater10","poor"
491,"defaced","rater10","good"
492,"original","rater10","poor"
492,"defaced","rater10","poor"
493,"original","rater10","good"
493,"defaced","rater10","excellent"
494,"original","rater10","excluded"
494,"defaced","rater10","poor"
495,"original","rater10","poor"
495,"defaced","rater10","good"
496,"original","rater10","poor"
496,"defaced","rater10","good"
497,"original","rater10","good"
497,"defaced","rater10","excellent"
498,"original","rater10","excluded"
498,"defaced","rater10","excluded"
499,"original","rater10","poor"
499,"defaced","rater10","good"
500,"original","rater10","poor"
500,"defaced","rater10","poor"
501,"original","rater10","excluded"
501,"defaced","rater10","excluded"
502,"original","rater10","poor"
502,"defaced","rater10","good"
503,"original","rater10","poor"
503,"defaced","rater10","good"
504,"original","rater10","poor"
504,"defaced","rater10","good"
505,"original","rater10","good"
505,"defaced","rater10","excellent"
506,"original","rater10","excellent"
506,"defaced","rater10","excellent"
507,"original","rater10","excluded"
507,"defaced","rater10","excluded"
508,"original","rater10","excellent"
508,"defaced","rater10","excellent"
509,"original","rater10","poor"
509,"defaced","rater10","good"
510,"original","rater10","good"
510,"defaced","rater10","excellent"
511,"original","rater10","good"
511,"defaced","rater10","excellent"
512,"original","rater10","excluded"
512,"defaced","rater10","poor"
513,"original","rater10","excluded"
513,"defaced","rater10","excluded"
514,"original","rater10","poor"
514,"defaced","rater10","poor"
515,"original","rater10","excellent"
515,"defaced","rater10","excellent"
516,"original","rater10","poor"
516,"defaced","rater10","good"
517,"original","rater10","good"
517,"defaced","rater10","excellent"
518,"original","rater10","excellent"
518,"defaced","rater10","excellent"
519,"original","rater10","good"
519,"defaced","rater10","excellent"
520,"original","rater10","good"
520,"defaced","rater10","good"
521,"original","rater10","excluded"
521,"defaced","rater10","poor"
522,"original","rater10","excellent"
522,"defaced","rater10","excellent"
523,"original","rater10","good"
523,"defaced","rater10","excellent"
524,"original","rater10","good"
524,"defaced","rater10","good"
525,"original","rater10","excluded"
525,"defaced","rater10","excluded"
526,"original","rater10","poor"
526,"defaced","rater10","good"
527,"original","rater10","excluded"
527,"defaced","rater10","poor"
528,"original","rater10","good"
528,"defaced","rater10","excellent"
529,"original","rater10","excellent"
529,"defaced","rater10","excellent"
530,"original","rater10","excluded"
530,"defaced","rater10","poor"
531,"original","rater10","poor"
531,"defaced","rater10","poor"
532,"original","rater10","excellent"
532,"defaced","rater10","excellent"
533,"original","rater10","good"
533,"defaced","rater10","excellent"
534,"original","rater10","excellent"
534,"defaced","rater10","excellent"
535,"original","rater10","good"
535,"defaced","rater10","excellent"
536,"original","rater10","excluded"
536,"defaced","rater10","excluded"
537,"original","rater10","good"
537,"defaced","rater10","excellent"
538,"original","rater10","poor"
538,"defaced","rater10","good"
539,"original","rater10","excluded"
539,"defaced","rater10","poor"
540,"original","rater10","excluded"
540,"defaced","rater10","excluded"
541,"original","rater10","poor"
541,"defaced","rater10","poor"
542,"original","rater10","poor"
542,"defaced","rater10","good"
543,"original","rater10","excellent"
543,"defaced","rater10","excellent"
544,"original","rater10","good"
544,"defaced","rater10","good"
545,"original","rater10","good"
545,"defaced","rater10","good"
546,"original","rater10","excluded"
546,"defaced","rater10","poor"
547,"original","rater10","excellent"
547,"defaced","rater10","excellent"
548,"original","rater10","poor"
548,"defaced","rater10","good"
549,"original","rater10","poor"
549,"defaced","rater10","good"
550,"original","rater10","poor"
550,"defaced","rater10","good"
551,"original","rater10","excellent"
551,"defaced","rater10","excellent"
552,"original","rater10","excluded"
552,"defaced","rater10","excluded"
553,"original","rater10","good"
553,"defaced","rater10","excellent"
554,"original","rater10","excluded"
554,"defaced","rater10","excluded"
555,"original","rater10","poor"
555,"defaced","rater10","poor"
556,"original","rater10","excluded"
556,"defaced","rater10","excluded"
557,"original","rater10","excluded"
557,"defaced","rater10","poor"
558,"original","rater10","good"
558,"defaced","rater10","good"
559,"original","rater10","good"
559,"defaced","rater10","good"
560,"original","rater10","excluded"
560,"defaced","rater10","poor"
561,"original","rater10","poor"
561,"defaced","rater10","good"
562,"original","rater10","excluded"
562,"defaced","rater10","excluded"
563,"original","rater10","excluded"
563,"defaced","rater10","poor"
564,"original","rater10","good"
564,"defaced","rater10","excellent"
565,"original","rater10","excluded"
565,"defaced","rater10","excluded"
566,"original","rater10","poor"
566,"defaced","rater10","good"
567,"original","rater10","excellent"
567,"defaced","rater10","excellent"
568,"original","rater10","excellent"
568,"defaced","rater10","excellent"
569,"original","rater10","poor"
569,"defaced","rater10","good"
570,"original","rater10","poor"
570,"defaced","rater10","poor"
571,"original","rater10","poor"
571,"defaced","rater10","good"
572,"original","rater10","poor"
572,"defaced","rater10","good"
573,"original","rater10","good"
573,"defaced","rater10","good"
574,"original","rater10","poor"
574,"defaced","rater10","good"
575,"original","rater10","poor"
575,"defaced","rater10","good"
576,"original","rater10","excluded"
576,"defaced","rater10","poor"
577,"original","rater10","poor"
577,"defaced","rater10","good"
578,"original","rater10","excellent"
578,"defaced","rater10","excellent"
579,"original","rater10","excluded"
579,"defaced","rater10","poor"
580,"original","rater10","excellent"
580,"defaced","rater10","excellent"
1,"original","rater11","poor"
1,"defaced","rater11","good"
2,"original","rater11","excluded"
2,"defaced","rater11","poor"
3,"original","rater11","good"
3,"defaced","rater11","excellent"
4,"original","rater11","excellent"
4,"defaced","rater11","excellent"
5,"original","rater11","good"
5,"defaced","rater11","excellent"
6,"original","rater11","good"
6,"defaced","rater11","excellent"
7,"original","rater11","excluded"
7,"defaced","rater11","poor"
8,"original","rater11","good"
8,"defaced","rater11","excellent"
9,"original","rater11","poor"
9,"defaced","rater11","good"
10,"original","rater11","excluded"
10,"defaced","rater11","excluded"
11,"original","rater11","poor"
11,"defaced","rater11","good"
12,"original","rater11","excellent"
12,"defaced","rater11","excellent"
13,"original","rater11","excluded"
13,"defaced","rater11","poor"
14,"original","rater11","excluded"
14,"defaced","rater11","poor"
15,"original","rater11","good"
15,"defaced","rater11","excellent"
16,"original","rater11","poor"
16,"defaced","rater11","good"
17,"original","rater11","poor"
17,"defaced","rater11","good"
18,"original","rater11","excellent"
18,"defaced","rater11","excellent"
19,"original","rater11","good"
19,"defaced","rater11","excellent"
20,"original","rater11","excellent"
20,"defaced","rater11","excellent"
21,"original","rater11","excluded"
21,"defaced","rater11","poor"
22,"original","rater11","good"
22,"defaced","rater11","excellent"
23,"original","rater11","excluded"
23,"defaced","rater11","poor"
24,"original","rater11","poor"
24,"defaced","rater11","good"
25,"original","rater11","good"
25,"defaced","rater11","excellent"
26,"original","rater11","excellent"
26,"defaced","rater11","excellent"
27,"original","rater11","good"
27,"defaced","rater11","excellent"
28,"original","rater11","excluded"
28,"defaced","rater11","excluded"
29,"original","rater11","good"
29,"defaced","rater11","excellent"
30,"original","rater11","excluded"
30,"defaced","rater11","poor"
31,"original","rater11","excellent"
31,"defaced","rater11","excellent"
32,"original","rater11","excellent"
32,"defaced","rater11","excellent"
33,"original","rater11","excluded"
33,"defaced","rater11","poor"
34,"original","rater11","excellent"
34,"defaced","rater11","excellent"
35,"original","rater11","excellent"
35,"defaced","rater11","excellent"
36,"original","rater11","excellent"
36,"defaced","rater11","excellent"
37,"original","rater11","poor"
37,"defaced","rater11","good"
38,"original","rater11","excellent"
38,"defaced","rater11","excellent"
39,"original","rater11","good"
39,"defaced","rater11","excellent"
40,"original","rater11","excluded"
40,"defaced","rater11","poor"
41,"original","rater11","good"
41,"defaced","rater11","excellent"
42,"original","rater11","excellent"
42,"defaced","rater11","excellent"
43,"original","rater11","excellent"
43,"defaced","rater11","excellent"
44,"original","rater11","excellent"
44,"defaced","rater11","excellent"
45,"original","rater11","poor"
45,"defaced","rater11","good"
46,"original","rater11","poor"
46,"defaced","rater11","good"
47,"original","rater11","excellent"
47,"defaced","rater11","excellent"
48,"original","rater11","poor"
48,"defaced","rater11","good"
49,"original","rater11","excellent"
49,"defaced","rater11","excellent"
50,"original","rater11","excellent"
50,"defaced","rater11","excellent"
51,"original","rater11","good"
51,"defaced","rater11","excellent"
52,"original","rater11","excluded"
52,"defaced","rater11","poor"
53,"original","rater11","excluded"
53,"defaced","rater11","poor"
54,"original","rater11","poor"
54,"defaced","rater11","good"
55,"original","rater11","excluded"
55,"defaced","rater11","poor"
56,"original","rater11","poor"
56,"defaced","rater11","poor"
57,"original","rater11","good"
57,"defaced","rater11","excellent"
58,"original","rater11","poor"
58,"defaced","rater11","good"
59,"original","rater11","good"
59,"defaced","rater11","excellent"
60,"original","rater11","excellent"
60,"defaced","rater11","excellent"
61,"original","rater11","poor"
61,"defaced","rater11","good"
62,"original","rater11","excluded"
62,"defaced","rater11","poor"
63,"original","rater11","excluded"
63,"defaced","rater11","poor"
64,"original","rater11","good"
64,"defaced","rater11","excellent"
65,"original","rater11","good"
65,"defaced","rater11","excellent"
66,"original","rater11","excellent"
66,"defaced","rater11","excellent"
67,"original","rater11","good"
67,"defaced","rater11","excellent"
68,"original","rater11","excluded"
68,"defaced","rater11","poor"
69,"original","rater11","poor"
69,"defaced","rater11","good"
70,"original","rater11","excluded"
70,"defaced","rater11","poor"
71,"original","rater11","excellent"
71,"defaced","rater11","excellent"
72,"original","rater11","poor"
72,"defaced","rater11","poor"
73,"original","rater11","poor"
73,"defaced","rater11","poor"
74,"original","rater11","excluded"
74,"defaced","rater11","poor"
75,"original","rater11","poor"
75,"defaced","rater11","good"
76,"original","rater11","poor"
76,"defaced","rater11","good"
77,"original","rater11","excluded"
77,"defaced","rater11","poor"
78,"original","rater11","excellent"
78,"defaced","rater11","excellent"
79,"original","rater11","excluded"
79,"defaced","rater11","poor"
80,"original","rater11","excellent"
80,"defaced","rater11","excellent"
81,"original","rater11","excluded"
81,"defaced","rater11","poor"
82,"original","rater11","good"
82,"defaced","rater11","good"
83,"original","rater11","good"
83,"defaced","rater11","excellent"
84,"original","rater11","good"
84,"defaced","rater11","excellent"
85,"original","rater11","good"
85,"defaced","rater11","excellent"
86,"original","rater11","good"
86,"defaced","rater11","excellent"
87,"original","rater11","poor"
87,"defaced","rater11","good"
88,"original","rater11","good"
88,"defaced","rater11","excellent"
89,"original","rater11","excluded"
89,"defaced","rater11","poor"
90,"original","rater11","poor"
90,"defaced","rater11","good"
91,"original","rater11","excluded"
91,"defaced","rater11","poor"
92,"original","rater11","poor"
92,"defaced","rater11","good"
93,"original","rater11","excellent"
93,"defaced","rater11","excellent"
94,"original","rater11","excluded"
94,"defaced","rater11","poor"
95,"original","rater11","excluded"
95,"defaced","rater11","excluded"
96,"original","rater11","poor"
96,"defaced","rater11","good"
97,"original","rater11","excluded"
97,"defaced","rater11","poor"
98,"original","rater11","excellent"
98,"defaced","rater11","excellent"
99,"original","rater11","excellent"
99,"defaced","rater11","excellent"
100,"original","rater11","good"
100,"defaced","rater11","excellent"
101,"original","rater11","excluded"
101,"defaced","rater11","excluded"
102,"original","rater11","poor"
102,"defaced","rater11","good"
103,"original","rater11","excluded"
103,"defaced","rater11","excluded"
104,"original","rater11","good"
104,"defaced","rater11","excellent"
105,"original","rater11","excluded"
105,"defaced","rater11","poor"
106,"original","rater11","excellent"
106,"defaced","rater11","excellent"
107,"original","rater11","excluded"
107,"defaced","rater11","poor"
108,"original","rater11","excellent"
108,"defaced","rater11","excellent"
109,"original","rater11","good"
109,"defaced","rater11","excellent"
110,"original","rater11","excluded"
110,"defaced","rater11","poor"
111,"original","rater11","excellent"
111,"defaced","rater11","excellent"
112,"original","rater11","poor"
112,"defaced","rater11","good"
113,"original","rater11","good"
113,"defaced","rater11","excellent"
114,"original","rater11","excluded"
114,"defaced","rater11","excluded"
115,"original","rater11","good"
115,"defaced","rater11","excellent"
116,"original","rater11","excluded"
116,"defaced","rater11","poor"
117,"original","rater11","poor"
117,"defaced","rater11","good"
118,"original","rater11","poor"
118,"defaced","rater11","good"
119,"original","rater11","excellent"
119,"defaced","rater11","excellent"
120,"original","rater11","excellent"
120,"defaced","rater11","excellent"
121,"original","rater11","good"
121,"defaced","rater11","excellent"
122,"original","rater11","good"
122,"defaced","rater11","excellent"
123,"original","rater11","good"
123,"defaced","rater11","excellent"
124,"original","rater11","poor"
124,"defaced","rater11","good"
125,"original","rater11","good"
125,"defaced","rater11","excellent"
126,"original","rater11","excellent"
126,"defaced","rater11","excellent"
127,"original","rater11","excellent"
127,"defaced","rater11","excellent"
128,"original","rater11","excellent"
128,"defaced","rater11","excellent"
129,"original","rater11","excellent"
129,"defaced","rater11","excellent"
130,"original","rater11","excluded"
130,"defaced","rater11","poor"
131,"original","rater11","poor"
131,"defaced","rater11","good"
132,"original","rater11","poor"
132,"defaced","rater11","good"
133,"original","rater11","excellent"
133,"defaced","rater11","excellent"
134,"original","rater11","excluded"
134,"defaced","rater11","excluded"
135,"original","rater11","poor"
135,"defaced","rater11","good"
136,"original","rater11","poor"
136,"defaced","rater11","good"
137,"original","rater11","good"
137,"defaced","rater11","excellent"
138,"original","rater11","excellent"
138,"defaced","rater11","excellent"
139,"original","rater11","excellent"
139,"defaced","rater11","excellent"
140,"original","rater11","excellent"
140,"defaced","rater11","excellent"
141,"original","rater11","poor"
141,"defaced","rater11","good"
142,"original","rater11","excellent"
142,"defaced","rater11","excellent"
143,"original","rater11","good"
143,"defaced","rater11","excellent"
144,"original","rater11","excellent"
144,"defaced","rater11","excellent"
145,"original","rater11","good"
145,"defaced","rater11","excellent"
146,"original","rater11","excellent"
146,"defaced","rater11","excellent"
147,"original","rater11","good"
147,"defaced","rater11","excellent"
148,"original","rater11","excluded"
148,"defaced","rater11","poor"
149,"original","rater11","poor"
149,"defaced","rater11","poor"
150,"original","rater11","excellent"
150,"defaced","rater11","excellent"
151,"original","rater11","poor"
151,"defaced","rater11","good"
152,"original","rater11","excellent"
152,"defaced","rater11","excellent"
153,"original","rater11","excluded"
153,"defaced","rater11","poor"
154,"original","rater11","poor"
154,"defaced","rater11","good"
155,"original","rater11","excluded"
155,"defaced","rater11","poor"
156,"original","rater11","excluded"
156,"defaced","rater11","poor"
157,"original","rater11","poor"
157,"defaced","rater11","good"
158,"original","rater11","good"
158,"defaced","rater11","excellent"
159,"original","rater11","good"
159,"defaced","rater11","excellent"
160,"original","rater11","poor"
160,"defaced","rater11","good"
161,"original","rater11","poor"
161,"defaced","rater11","good"
162,"original","rater11","poor"
162,"defaced","rater11","good"
163,"original","rater11","excellent"
163,"defaced","rater11","excellent"
164,"original","rater11","excellent"
164,"defaced","rater11","excellent"
165,"original","rater11","poor"
165,"defaced","rater11","good"
166,"original","rater11","excluded"
166,"defaced","rater11","excluded"
167,"original","rater11","excellent"
167,"defaced","rater11","excellent"
168,"original","rater11","poor"
168,"defaced","rater11","good"
169,"original","rater11","good"
169,"defaced","rater11","excellent"
170,"original","rater11","poor"
170,"defaced","rater11","poor"
171,"original","rater11","good"
171,"defaced","rater11","excellent"
172,"original","rater11","good"
172,"defaced","rater11","good"
173,"original","rater11","excellent"
173,"defaced","rater11","excellent"
